,ar,"هاذا مش منطقي، و موش عادل زادا"
,pt,"Milaza ny mpanao politika fa nahita manjavozavo tao amin’ny lalam-panorenana Afghan mba hamaritana ny fihodinana ho tsy nilaina."
,pt,"Manohitra ny voalazan’ny tatitra teo aloha izany, izay nilaza fa tsy mifanaraka amin’ny lalàmpanorenana ny fanafoanana ny fihodinana faharoa."
,pt,"Nizotra nakany Irkutsk ny sidina ary notarihin’ny vondrona anatiny."
,pt,"Nisy fanadihadiana nosokafana ho famotopotorana."
,pt,"Singa lehibe tao amin’ny tafika rosianina sy sovietika ny II-76 hatramin’ny taona 70, ary efa tratry ny lozam-pifamoivozana henjana tany Rosia tamin’ny volana lasa."
,pt,"Tamin’ny 7 Oktobra dia nisy motera niendaka teo am-piaingana, tsy nisy naratra. Tsy navelan’i Rosia hanainga vetivety aloha izay II-76 taorian’izany loza izany."
,pt,"800 miles amin’ny Rafitry ny Fantsona Trans-Alaska no nakatona taorian’ny fiparitahana solika tsy voadio an’arivony barika tany amin’ny faritra atsimon’i Fairbanks, any Alaska."
,pt,"Niteraka ny fisokafan’ny vavafantsona mpandrindra tsindry ny fahatapahan’ny herinaratra taorian’ny andrana mahazatra fatao amin’ny rafitra fifehezana ny afo ary nipololotra ny solika tsy voadio teo akaikin’ny tobin’ny paompy 9 an’i Fort Greely."
,pt,"Ny fisokafan’ireo vava-fantsona dia namela ilay rafitra hamoaka tsindry ka nahatonga ny solika nikoriana tany anaty dobo iray izay mahazaka barika 55 000 (2,3 tapitrisa galona)."
,pt,"Tamin'ny alarobia tolakandro, mbola nitete ireo lavaky ny sinibe angamba noho ny fiitarana vokatry ny hafanana tao anatin'ilay sinibe."
,pt,"Mbola tsy feno ihany koa ny faritra fanibohana fanampiny iray hafa ambanin'ireo tobin-tsolika izay afaka mandray 104.500 barila."
,pt,"Ireo famakafakan-kevitra ireo, izay nandeha nivantana tamin’ny fahita lavitra, dia santatry ny faneken’ny loharano ambony iranianina ny fisian’ny vokatry ny sazy."
,pt,"Tafiditra ao anatiny ny famerana ara-bola sy ny fandraràna ataon’ny Vondrona Eoropeana amin’ny fanondranana solika tsy voadio, izay ahazoan’ny toekarena Iranianina ny 80%-n’ny fidiram-bola vahininy."
,pt,"Tanatin’ny tatitra isam-bolana nataony farany indrindra, nilaza ny OPEC fa latsaka tamin’ny tahany ambany indrindra nandritra ny roapolo taona ny fanondranana solika tsy voadio izay mahatratra 2,8 tapitrisa barika isan’andro."
,pt,"Ny mpitarika faratampony, Ayahtollah Ali Khamenei, dia namaritra ny fiankinandoha amin’ny solika ho toy ny “fandrika” nanomboka talohan’ny revolisiona silamo tao Iràna tamin’ny 1979 ary tokony hialan’ny firenena."
,pt,"Rehefa hiditra ny atmaosfera ka hanketỳ an-tany ny kapsily, eo ho eo amin’ny 5 maraina (oran’ny firenena tantsinana), dia antenaina fa hitondra hazavana kely ho an’ny olona any Californie Avaratra, any Oregon, Nevada, sy Utah."
,pt,"Hitovy be amin’ny kintana manan-drambo mamakivaky ny lanitra ilay kapisily."
,pt,"Ilay kapisily dia handeha eo amin’ny 12,8 km na 8 miles isan-tsegondra eo, ampy hanaovana dia miala an'i San Francisco mankany Los Angeles ao anatin’ny iray minitra ny hafainganany."
,pt,"Stardust dia nandrakitra ny tarehimarika vaovao ara-tantara amin’ny maha-sambondanitra haingana indrindra niverina teto an-tany, nandresy ny tarehimarika teo aloha tamin’ny May 1969 tamin’ny fiverenan’i Apollo X modely komaondy."
,pt,"“Handalo ny morony andrefana aty amin’ny tapany avaratr’i Californie izy ary hanazava ny lanitra manomboka any Californie hatrany Oregon afovoany mandalo Nevada sy Idaho ary Utah”, hoy Tom Duxbury, mpitantana ny tetikasa Stardust."
,pt,"Ny fanapaha-kevitr’i RAmose Rudd ny hanao sonia ny fifanarahana momba ny toe-trandro tao Kyoto dia nampitokana an’i Etazonia, izay no hany sisa firenena mandroso tsy nanao ny fanakena."
,pt,"Ny governementa Ostraliana mpifikitra amin’ny nentin-drazana teo aloha dia tsy nanaiky hanao sonia ny Kyoto, milaza fa izany dia hanimba ny toe-karena noho izy miankina be amin’ny fanondranana saribao, nefa ny firenena hafa toy an’i India sy Chine dia tsy voafatotry ny tanjona fampielezana akora eny amin’ny rivotra."
,pt,"Io no fananana lehibe indrindra azony teo amin’ny tantaran’ny eBay."
,pt,"Manantena ny hampitombo ny loharanom-bolany no sady hitondra laza bebe kokoa ho azy any amin’ny faritra be mpampiasa ny Skype ilay orinasa, toy ny any Sina, Eoropa atsinanana, ary any Brezila."
,pt,"Ny siantifika dia nanahy an’ny Enseladiosy ho miasa ara-jeolojika sy mety ho loharanon’ny peratra mangatsiaka E an’ny Satiorna."
,pt,"Enceladus no zavatra mitaratra indrindra ao amin’ny rafi-masoandro, ka eo amin’ny 90 isan-jaton’ny tara-masoandro izay mamely azy no averiny."
,pt,"Ny mpamoaka lalao Konami dia nilaza androany tamin’ny gazety Zaponey fa tsy hamoaka ny lalao Six Days ao Fallujah izy ireo."
,pt,"Mifototra amin’ny Ady Faharoan’i Fallujah, ady mandripaka teo amin’ny tafika Amerikanina sy ny Irakianina, ilay lalao."
,pt,"Hitan’ny ACMA fa na dia niparitaka be tamin’ny aterineto ary ilay rakin-tsary dia tsy nandika lalàna an-jotra i Zoky Be satria tsy tao amin’ny tranonkalany no nisyan’ilay izy."
,pt,"Mieritreritra ny hifehy ny votoaty anaty Aterineto ny Lalàna momba ny Sampana Fampitam-baovao, kanefa mba handraisana izany ho votoaty anaty Aterineto dia tsy maintsy mitoetra anatinà lohamilina izy."
,pt,"Nampitandrina ny Ambasadin’i Etazonia any Nairobi any Kenia fa hoe misy “ekstremista avy any Somalia” mikasa ny hanao fanapoahana baomba any Kenia sy Etiopia."
,pt,"Milaza i Etazonia fa nahazo fampahafantarana avy tamin’olona tsy notononina izy ireo, izay nilaza mazava fa nisy nampiasa mpanao vy very ny ainy mba hamotehana “toerana miavaka malaza” ao Etiopia sy Kenya."
,pt,"Mbola tsy nisy akory ny The Daily Show sy ny The Colbert Report dia efa nieritreritra ny hanao tahaka mahatsikaiky ny vaovao- sy ny fitateram-baovao- i Heck sy Johnson, tamin’izy ireo mbola mpianatra tao amin'ny UW tamin’ny 1988."
,pt,"Hatramin'ny niandohany, lasa manjaka tanteraka eo amin'ny fanaovana dika maneso ny vaovao ny The Onion, miaraka amin’ny dika voatonta, ny tranonkala izay nisarika mpitsidika tsy miverimberina 5.000.000 tao anatin’ny volana Oktobra, ny dokambarotra manokana, ny tambajotram-baovao 24 ora sy ny rakipeo an-tserasera ary ny atlas manerantany vao navoaka vao haingana antsoina hoe Our Dumb World."
,pt,"Mitanisa tsy rototra ireo lohateny tena tiany i Al Gore sy ny Jeneraly Tommy Franks (Ny an'i Gore dia tamin’ny The Onion nilaza fa nanao ny firaisana ara-nofo tsara indrindra teo amin’ny fiainan’izy ireo izy sy Tipper taorian’ny fahareseny tamin’ny Vondron'ireo Mpifidy Lehibe 2000)."
,pt,"Maro tamin’ireo mpanoratr'izy ireo no nanome hery fitaomana be teo amin'ireo fandaharana maka tahaka ny vaovao amin'ny fomba mahatsikaiky nataon'i Jon Stewart sy Stephen Colbert."
,pt,"Ny seho artistika dia ao anatin’ny fanentanan’ny kaominin’ny Bucharest izay mitady ny fampandehanana indray ny endriky ny renivohitra Romana ho tahaka ny tanan-dehibe manana aingam-panahy sy maro loko."
,pt,"Io tanàna io no ho voalohany any amin’ny faritra atsimon’ny Eoropa no handray ny CowParade, izay hetsika ara-java-kanto ho an’ny sarababem-bahoaka lehibe indrindra maneran-tany, anelanelan’ny volana Jona sy Aogositra amin’ity taona ity."
,pt,"Ny fanambarana natao androany dia nanitatra ny finiavan’ny governemanta vita tamin’ny Martsa tamin’ity taona ity ny hamatsy vola ny fitaterana mihoatra."
,pt,"Miampy 300 izany dia tratra ireo fiara 1300 ilaina mba hanamaivanana ny fahamaroan’ny olona be loatra."
,pt,"Christopher Garcia, mpitondra tenin’ny departemantan’ny polisin’i Los Angeles, dia nilaza fa ilay lehilahy voarohirohy ho nanao meloka dia atao fanadihadiana noho ny fidirana an-keriny fa tsy noho fandrobàna."
,pt,"Tsy nisy fahasimbana be ilay famantarana; labasy mainty no nampiasaina nanaovana ny fanovàna ary nasiana famantarana fihavanana sy fo ary nosoloina “e” kely ilay “O” lehibe."
,pt,"Ny fitangoronana Karenia brevis no mahatonga ny samonta mena, zavamananan’aina anaty rano izay tsy manana hafa tsy sela tokana."
,pt,"Ny singa voajanahary dia mety hihaona ka hiteraka tontolo tsara ahafahan’ireo ahidrano mitombo isa izay tsy izy."
,pt,"Mamokatra poizina manimba ny rafi-pitatitra ny ahidrano izay mety mamono ny rafi-pitatitra ao amin’ny olombelona sy ny trondro."
,pt,"Mazana ny trondro dia maty nohon’ny haben’ny tahan’ny poizina ao anaty rano."
,pt,"Ny olombelona dia mety ho voa amin’ny alalan’ny fifohana rano maloto eny amin’ny rivotra izay entin’ny tso-drivotra sy ny onja."
,pt,"Tamin’izy nahery indrindra, ny Rivodoza Tropikaly Gonu, izay mitondra anarana kitapo vita avy amin'ny ravina palma amin’ny fiteny any Maldiva, dia nahatratra fofo-drivotra maharitra hatramin’ny 240 kilaometatra isan’ora (149 miles isan’ora)."
,pt,"Tamin'ny vao maraina androany, nanodidina ny 83 km/ora ny rivotra, ary nantenaina hihamalefaka izany."
,pt,"Ny Alarobia teo, ny National Basketball Association (NBA) any Etazonia dia nampiato ny taompilalaovany noho ny ahiahy mikasika ny COVID-19."
,pt,"Nanaraka ny fanamarinana ny mpanao Jazz Utah iray ho mitondra ny tsimokaretina COVID-19 ny fanapahankevitry ny NBA."
,pt,"Raha jerena amin’ity fosily ity, ny fivakisana dia efa ela kokoa noho ny napetraka tamin’ny porofo avy amin’ny molecular."
,pt,"“Midika izany fa mila averina amin’ny toerany ny zavatra rehetra”, hoy ny mpikaroka ao amin’ny Sampam-pikarohan’i Rift Valley ao Etiopia no sady mpiara-manoratra ilay fandinihana, Berhane Asfaw."
,pt,"Nahavita namindra sy nampivoatra ny tsenan’ny IM (fandefasan-kafatra eonohoeo) tamin’ny hafainganam-pandehany i AOL hatramin’izao, noho ny nampiasana azy betsaka tao Etazonia."
,pt,"Miaraka amin’ity fiaraha-miasa napetraka ity , mety ho foana ity fahalalahana ity."
,pt,"Hifanandrina amin’ny isan’ny mpampiasa AOL ny isan’ny mpampiasa an’ireo taoraharaha Yahoo! sy Microsoft mitambatra."
,pt,"Ny banky Northern Rock dia nahazo ny zom-pirenena tamin’ny 2008 tao aorian’ny fanambarana fa nahazo ny tohana vonjy maika avy amin’ny governemanta Angletera ny orinasa."
,pt,"Nila tohana i Northern Rock noho izy niahaka nandritra ny krizy findramam-bola misy antoka mety hampidi-doza tamin’ny taona 2007."
,pt,"Nanana tolo-bidy ho an'ilay banky ny Vondrona Virgin an’Andriamatoa Richard Branson, nolavina mialohan'ny nandraisana ny banky ho fananam-pirenena."
,pt,"Tamin’ny 2010, raha mbola izy fananam-pirenena, ilay banky an-dalambe Northern Rock plc ankehitriny dia nosarahina tamin’ilay “banky ratsy”, Northern Rock (Fitantanana ny Fananana)."
,pt,"Ny “banky tsara” tao amin'ny Northern Rock ihany no novidin’ny Virgin, fa tsy ny orinasa mpitantana fananana."
,pt,"Hinoana fa fanindiminy teo amin’ny tantara izao no nisy olona nahatsikaritra zavatra izay, hay, voamarina ara-tsimia ho akora marsianina milatsaka ety an-Tany."
,pt,"Tamin’ireo meteorita 24 000 eo ho eo fantatra fa nilatsaka tety ambonin’ny tany dia 34 monja no voamarina fa avy amin’ny planeta Marsa."
,pt,"Ny dimy ambin’ny folo amin’ireo vato ireo dia avy amin’ny firarahan’ny tainkintana tamin’ny Jolay lasa teo."
,pt,"Ny sasany amin’ireo vato, izay tsy dia fahita firy eto an-tany, dia amidy 11.000 $ ka hatramin’ny 22.500 $ amerikanina ny iray once, izay misanda eo ho eo amin’ny folo avo heny eo noho ny vidin’ny volamena."
,pt,"Taorian’ny hazakazaka dia mbola i Keselowski ihany no mitarika ny Tompondakan’ny Mpamily miaraka amin’ny isa 2.250."
,pt,"Isa fito ay aoriana, faharoa i Johnson miaraka amin'ny isa 2.243."
,pt,"Eo amin’ny laharana fahatelo, i Hamlin dia isa roapolo any aoriana, fa isa dimy eo alohan’i Bowyer. I Kahne sy Truex, Jr. dia fahadimy sy fahenina miaraka amin’ny isa 2.220 sy 2.207."
,pt,"Nameno ireo laharana folo voalohany tamin’ny Tompondakan’ny Mpamily miaraka amin’ny hazakazaka efatra sisa tavela amin’ny taom-pilalaovana i Stewart, Gordon, Kenseth, ary Harvick."
,pt,"Nilaza ihany koa ny tafika an-dranomasina amerikanina fa manadihady ilay tranga izy ireo."
,pt,"Niteny koa izy ireo tanatina filazana iray, “Mitady izay fomba tsara indrindra hanalana ny sambo ny ekipa amin'izao”."
,pt,"Sambo mpiady Avenjera iray tsy andairan’ny bala, an-dalana nankany Puerto Princesa any Palaoanina ilay sambo."
,pt,"Nampiandraiketina ny andian-tsambo Amerikanina fahafito ary mitoetra ao Sasebo, Nagasaki ao Japana izany."
,pt,"Ireo mpanafika tao Mombay dia tonga an-tsambo ny 26 Novambra 2008, nitondra grenady, basy marovava, ary namely lasibatra maro, anisan’izany ny garan-dalamby Chhatrapati Shivaji Terminus izay feno olona, sy ilay hotely malaza Taj Mahal."
,pt,"Ny famantarana sy ny fanangonana vaovao nataon'i David Headley no nanampy ireo lehilahy mitam-basy miisa 10 avy amin’ny vondrona mpioko pakistaney Laskhar-e-Taiba hanao ny asa ratsiny."
,pt,"Niteraka fihenjanana lehibe teo amin’ny fifandraisan’i Inde sy Pakistan ilay fanafihana."
,pt,"Nomban’ireo manampahefana ireo, nanome toky ny mponin’i Texas izy fa nisy fepetra noraisina mba hiarovana ny filaminan’ny mponina."
,pt,"Hoy Perry, ”Vitsy ny toerana eran-tany izay afaka miatrika ny fanamby lehibe aterak’ity tranga ity.“"
,pt,"Nanambara ihany koa ny governora: “Fantatra androany fa nisy ankizy anaty salan-taonan’ny mpianatra nifandray tamin’ilay marary.”"
,pt,"Nilaza izy hoe, “zava-doza ity raharaha ity. Matokia fa efa manao izay azo atao ny rafitra misy eto aminay.”"
,pt,"Raha voamarina dia manampy ny asa fikarohan’i Allen nandritry ny valo toana tao Mushashi ilay voka-piakarohana."
,pt,"Taorian’ny fanaovana sarintany ny fanambanin’ny ranomasina dia hita ilay vakivakintsambo tamin’ny fampiasana ROV iray."
,pt,"Allen, iray amin’ny olona manan-karena indrindra, dia nampanjary ampahany be tamin’ny hareny tamin’ny fitsirihana an-dranomasina ary nanomboka ny diany hitady ny Musashi noho ny fitiavany ady."
,pt,"Nahazo laza be izy nandritra ny fotoana nandehanany tany Atlanta ary fantatra tamin'ny fanavaozana ny fanabeazana an-tanàndehibe."
,pt,"Tamin’ny 2009, nahazo ny mari-boninahitra Tale Nasionalin’ny Taona izy."
,pt,"Tamin’ny fotoanan’ny fanomezana valisoa, dia nahitana fivoarana betsaka tamin’ny valin’ny fanadinana ny sekoly tao Atlanta."
,pt,"Kelikely tao aoriana, Ny Gazetin’ny lalam-panorenana tao Atlanta dia namoaka tatitra maneho ny olana tamin’ny valin’ny fitiliana."
,pt,"Nampiseho ilay tatitra fa nitombo haingana dia haingana ny isa tamin'ny fitsapam-pahaizana, ary nanambara fa nahatsikaritra olana tao anatiny ilay sekoly fa tsy nanisy tohiny ny zavatra hita."
,pt,"Nisy porofo avy eo nanamarina fa nisy taratasim-panadinana natao hosoka. Voampanga i Hall, miaraka amina tomponandraikitry ny fanabeazana 34 hafa, tamin’ny 2013."
,pt,"Manamafy ny mahamaika ny fandaniana lalàna parlemantera ny governemanta irlandey mba hanitsiana ny zava-misy."
,pt,"“Zava-dehibe izao na amin’ny lafin’ny fahasalamam-bahoaka na amin’ny lafin’ny fitsaran-keloka ny amoahana farak’izay haingana ilay lalàna”, hoy ny mpitondra tenin’ny governemanta iray."
,pt,"Ny Minisitry ny Fahasalamana dia naneho ny ahiahiny mikasika ny fahasalaman’ireo olona izay manararaotra ny maha ara-dalàna vonjimaika ireo akora voakasika, sy ny fanamelohana mifandray amin’ireo zava-mahadomelina nanomboka tamin’ny fotoana izay nampiharana ireo fiovàna tsy mifanaraka amin’ny lalàmpanorenana."
,pt,"Nanao fanomanana mialoha ny taom-pilalaovana I Jarque tao Coverciano tao Italia taloha kely ny androany. Nijanona tao amin’ny hotelin’ny ekipa izay mialoha ny lalao izay nalahatra ny Alahady izao ihaonana amin’ny Bolonia."
,pt,"Nipetraka tany amin’ny hotely nisy ny ekipa izy talohan’ny lalao nokasaina hatao ny Alahady izay hifanandrinana amin’i Bolonia."
,pt,"Nizotra nankao amin’ny Six Flags St. Louis tao Missouri ilay fiara fitaterana mba hanaovan’ny tarika fampisehoana manoloana ireo vahoaka feno hipoka."
,pt,"Tamin’ny 1 ora sy 15 minitra marainan’ny Sabotsy, araka ny voalazan’ireo vavolombelona, nandeha nandritra ny jiro maitso ilay fiara fitaterambahoaka raha toa ka niolaka teo alohany kosa ilay fiara."
,pt,"Ny alin’ny 9 Aogositra dia teo ho eo amin’ny 70 kilaometatra miala ny faritany sinoa Fujian ny mason’ny rivodoza Morakot."
,pt,"Ity tafio-drivotra ity dia vinavinaina hikisaka mankany Sina amin’ny hafainganam-pandeha iraikambin’ny folo kph."
,pt,"Ny mpandeha dia nomena rano teo am-piandrasana tanatin’ny hafanana 90 degre (F)."
,pt,"Hoy ny kapitenin’ny mpamonjy voina Scott Kouns: “Tena nafana ny andro tao Santa Clara, niaraka tamin’ny maripana tany amin’ny 90 tany ho any."
,pt,"Ny fotoana rehetra nikatsoana teny amin’ny roller coaster dia tsy nampahazo aina raha tsy ho be filaza, ary naharitra ora iray farafahakeliny ny nanafahana ny olona voalohany tamin’izany làlana izany.”"
,pt,"I Schumacher izay nisotro ronono tamin’ny taona 2006 taorian’ny nibatany ny tompon-dakan’ny Formule 1 im-pito no tokony nisolo an’i Felipe Massa izay naratra."
,pt,"Naratra mafy teo amin’ny lohany ilay Brezilianina taoriana lozam-pifamoivoizana nandritra ny Hungarian Grand Prix tamin’ny 2009."
,pt,"I Massa dia mety tsy ho eo farafahakeliny mandritry ny ambin’ny fizaràna amin’ny taona 2009."
,pt,"Voatily fa tratry ny fiseho malefak'ilay tsimokaretina i Arias, hoy ny Minisitry ny Filoham-pirenena Rodrigo Arias."
,pt,"Efa tsy atahorana ny toe-pahasalaman’ny filoha, na dia hatoka-monina an-trano mandritry ny andro maromaro aza izy."
,pt,"Ankoatry ny fanaviana sy ny aretin-tenda dia salama tsara aho ary afaka manao ny asako amin’ny alalan’ny fifandraisan-davitra."
,pt,"“Mieritreritra ny hiverina amin'ny asako rehetra aho amin’ny Alatsinainy izao”, hoy Arias tao anatin’ny fanambarana iray izay nataony."
